entity_name,real_name,nationality,team,player_status,social_links
Chr1s878,Shun-Xian Huang,Taiwan,StinkyB,Active,https://www.twitch.tv/chr1s878;https://twitter.com/Chr1s878;None;http://www.youtube.com/channel/UCjTR2PXho4yhhru1TsrTfEQ;None
Chris,Chris Brown,Canada,,Retired,https://www.twitch.tv/chris9;None;None;None;None
Chrollo,Igor Bogomolov,Russia,,Retired,https://www.twitch.tv/chrollo___;None;None;None;Http://play.eslgaming.com/player/10044274
Clane,Charles Lane,United States,XSET,Active,https://www.twitch.tv/ClaneSZN;https://twitter.com/ClaneSZN;None;None;None
Claraphi,Jay Stanley,United States,,Retired,https://www.twitch.tv/claraphii;https://twitter.com/Claraphi;None;http://www.youtube.com/channel/UCNOv7KfPGVYj-YQoJ7gzc8A?view_as=subscriber;None
clawz,Nikita Marchinsky,Belarus,Natus Vincere,Active,https://www.twitch.tv/clawz;https://twitter.com/clawzzzy;http://facebook.com/t9clawz;None;None
cleaveee,Denis Rassokhin,Russia,Team Empire,Active,https://www.twitch.tv/cleaveee;https://twitter.com/cleaveeje;None;None;None
Clem,Clement Graham,United Kingdom,,Retired,https://www.twitch.tv/jerkchicken;https://twitter.com/ClemGUK;None;None;None
Clone,Guillaume Besse,France,,Active,https://www.twitch.tv/clonewar33;https://twitter.com/CloneWar33;None;None;None
CloNeZERA,Diogo Mariano da Silva,Brazil,,Active,https://www.twitch.tv/clonezerabr;https://twitter.com/CloNeZERAA;None;None;None
Cody,Cody Loze,United States,Team Intel,Active,https://www.twitch.tv/Codddy_;https://twitter.com/Codddy_;None;http://www.youtube.com/channel/UCobevvQZOvGpBhIGOMjRIuA;None
ColaTMB,Zac McCooey,United States,,Retired,https://www.twitch.tv/ColaTMB;https://twitter.com/ColaTMB;None;None;Http://play.eslgaming.com/player/13399672
Cooller,Anton Singov,Russia,,Retired,https://www.twitch.tv/cooller;https://twitter.com/antonsingov;http://facebook.com/cooller;None;None
Cornpops,Jeremy Sherin,United States,,Retired,https://www.twitch.tv/ItsCornpops;https://twitter.com/CornpopsBTW;None;None;None
Coryyy,Cory,United States,,Active,https://www.twitch.tv/cory;https://twitter.com/OfficialCoryyy;None;http://www.youtube.com/channel/UCmDQ1GTytZ4G8FzUsMZJitA;None
CPBR,Nikita Tyurin,Russia,,Active,https://www.twitch.tv/TurraCPBR;https://twitter.com/TurraRND;None;None;None
Cpt,Park Won-jae,South Korea,Crazy Raccoon,Retired,https://www.twitch.tv/cpt_sama;https://twitter.com/ApexerCpt;http://facebook.com/people/박원재/100006314984088;http://www.youtube.com/channel/UCB3Sj1L1PacFLSdFwct7faA/featured;None
Crank,,Canada,,Retired,https://www.twitch.tv/crankonlol;https://twitter.com/CrankH1Z1;None;None;None
Crazyface,Sheng-Lun Zhang,Taiwan,,Retired,https://www.twitch.tv/crazyfacetw;None;http://facebook.com/crazyfacetw;http://www.youtube.com/Crazyface;None
crems,Carl Aspehult,Sweden,,Retired,https://www.twitch.tv/cremsow;https://twitter.com/cremsow;None;None;Http://play.eslgaming.com/player/4781919
Crewsn,Brandon Crews,United States,Team Excedrin,Active,https://www.twitch.tv/crewsn;https://twitter.com/Crewsn_;None;http://www.youtube.com/channel/UC9c4tfunNBfG5pzWlrkyx3Q?view_as=subscriber;None
Crizx,,France,,Active,https://www.twitch.tv/crizx;https://twitter.com/CrizxFlex;None;http://www.youtube.com/crizx;None
Crook,Kyle Hughes,United States,Atlanta Premier,Active,https://www.twitch.tv/qcrook;https://twitter.com/crooklul;None;None;None
CrozzoveR,Jaime Alvarez,United States,,Retired,https://www.twitch.tv/crozzovr;https://twitter.com/crozzovr;None;http://www.youtube.com/channel/UCcdQupvidYvLhybdE7wN50Q;None
CrS,Chris Mixon,United States,,Retired,https://www.twitch.tv/CrSApex;https://twitter.com/CrSApex;None;None;None
Crust,Nicholas Kell,Canada,Sentinels,Active,https://www.twitch.tv/crust;https://twitter.com/crust_ow;None;http://www.youtube.com/c/crust17;None
Cryptic,Zain Hayres,Australia,,Retired,https://www.twitch.tv/thentherewascryptic;https://twitter.com/ttwCryptic;None;http://www.youtube.com/channel/UCNM9QhQ42nevbdywzmxIf0g;None
CryptiK,Nathan Humphries,Australia,,Retired,https://www.twitch.tv/CryptiKAU;https://twitter.com/CryptiKOCE;None;http://www.youtube.com/user/CryptiKAU;None
CUBSKi,Andre Enriquez,United States,Oxygen Esports,Active,https://www.twitch.tv/cubskitv;https://twitter.com/CubskiTV;None;None;None
cucubau,Cucu Adrian,Romania,,Retired,None;https://twitter.com/QQBAU_;None;None;None
Curihara,,Japan,RxR Clover,Active,None;https://twitter.com/Curiharaa;None;http://www.youtube.com/channel/UCC8ia8lVWQmnuVE5QT2g_Kw;None
Cybe8,Giulio Bavaresco,Italy,,Retired,https://www.twitch.tv/cybe8;https://twitter.com/Cybe8_;None;http://www.youtube.com/channel/UCH7IzgJnGq7FnRp2zcYssog?view_as=subscriber;Http://play.eslgaming.com/player/8668130
cyian,,Japan,TEQWING,Active,https://www.twitch.tv/cyian2525;https://twitter.com/cyian_2525;None;None;None
Cyndalive,Andy James Jacobs,South Africa,,Active,https://www.twitch.tv/cyndalive;https://twitter.com/Cyndalive;http://facebook.com/Cyndalive;http://www.youtube.com/Cyndalive;None
Cynic,Rhys Lambourne,United Kingdom,,Retired,https://www.twitch.tv/cycocynic;https://twitter.com/CycoCynic;None;None;None
cYpheR,Alexei Yanushevsky,Belarus,,Retired,https://www.twitch.tv/cypher;https://twitter.com/cypherrrino;None;http://www.youtube.com/channel/UCbEiZzIBpD-ZUGK_CQ6DSqw;None
cyptripio,Javier Alonso Soto Gonzalez,Chile,,Active,https://www.twitch.tv/1cyptripio;https://twitter.com/cyptripio;None;None;None
Cyqop,Théo Lesecq,France,AllPlanned,Retired,https://www.twitch.tv/Cyqop;https://twitter.com/Cyqop;None;http://www.youtube.com/channel/UCTUVgmMr2Sicqu03Ad5vdnA;None
D4rk,Jean-Paul Adams,France,Nemesis,Active,None;https://twitter.com/D4rkCoach;None;None;None
Daiki,,Japan,,Active,https://www.twitch.tv/cg_daiki;https://twitter.com/CG_Daiki;None;None;None
Daltoosh,Dalton,United States,TSM,Active,https://www.twitch.tv/daltoosh;https://twitter.com/daltoosh;None;http://www.youtube.com/channel/UC92TWg312DFiSWz0e2qOICA/;None
Daniomega,Dani Strange-Durante,United Kingdom,NoFear Gaming,Active,https://www.twitch.tv/daniomega_;https://twitter.com/Daniomega_;None;None;None
Darkin,Georgi Titov,United Kingdom,,Active,https://www.twitch.tv/darkinfps_;https://twitter.com/DarkinFPS;None;None;None
Darkside,Colwyn King,Canada,,Active,https://www.twitch.tv/z_darkside_ftw;https://twitter.com/Z_DARKSIDE_FTW;None;None;None
DaStwika,Matthew Ries,South Africa,,Active,https://www.twitch.tv/dastwika;https://twitter.com/DStwika;None;None;None
DavinCi,,Japan,ORTHROS FANG,Retired,https://www.twitch.tv/davinci11593;https://twitter.com/DavinCi_neal;None;None;None
Davsa,David Halberštát,Czech Republic,,Retired,https://www.twitch.tv/davsa_;https://twitter.com/Davsa_;http://facebook.com/owdavsa;None;Http://play.eslgaming.com/player/8749565
Daze,Damien Patrac,France,,Retired,None;https://twitter.com/DazeOfficielTV;None;None;None
Dazoh,Joshua Alston Davis,United Kingdom,UNDERRATED,Active,https://www.twitch.tv/dazohh;https://twitter.com/Dazoh_;None;None;None
Dazs,Hector Felix,United States,SoaR,Active,None;https://twitter.com/DazsBF;None;http://www.youtube.com/channel/UCV0TqI88362SywA3pj7GAbA;None
Dcop,Carlo Delsol,Mexico,,Retired,https://www.twitch.tv/Dcop;https://twitter.com/dcopGG;None;None;None
DcTzr,Joshua Jones,United Kingdom,,Active,https://www.twitch.tv/DcTzr;https://twitter.com/DcTzr;None;http://www.youtube.com/DcTzr;None
ddk,Daniel Kapadia,United Kingdom,FACEIT,Active,https://www.twitch.tv/dadoka;https://twitter.com/ddkesports;None;http://www.youtube.com/4Kddk;None
Deft,Pedro Henrique,Brazil,,Retired,None;https://twitter.com/deftfps2;None;None;None
demotivator,Batuhan Emre Balaban,Turkey,Team HLDC,Active,https://www.twitch.tv/demoqt;None;None;None;None
Denpride,Kevin Sanchez,Colombia,All Glory Gaming,Active,None;https://twitter.com/Denpride1;http://facebook.com/DenprideFB;http://www.youtube.com/c/Denpride;None
Denzaay,Denis Brendstrup,Poland,,Active,https://www.twitch.tv/denzaay;https://twitter.com/DenzaayAPEX;None;http://www.youtube.com/channel/UCxzzkD1me2iGooI21-rJjxQ;None
Dero,Rattawit Supasertpokin,Thailand,,Active,https://www.twitch.tv/dvinsm21;None;None;None;None
Desertuk,Petr Myagkov,Belarus,FIGVAM,Active,https://www.twitch.tv/Desertuk;https://twitter.com/desert_uk;None;http://www.youtube.com/channel/UCw9zpG9wbyt2ppCw8lK_Qrw;Http://play.eslgaming.com/player/9301505
Despe,Ville Palmu,Finland,,Retired,https://www.twitch.tv/despettv;https://twitter.com/Despetv;None;http://www.youtube.com/user/AktasheepGaming;Http://play.eslgaming.com/player/6646989
DeX,Hyun Jae-geun,South Korea,Quintette Fortissimo,Active,https://www.twitch.tv/a2_dex;https://twitter.com/DeXFPS__;None;http://www.youtube.com/channel/UClaIVsdNs4miRrWkwGGSjCA;None
Dexter,Lertpong Nakurai,Thailand,EXO Clan,Active,https://www.twitch.tv/dexterstepsister;https://twitter.com/dexterstepsis;http://facebook.com/bert.sunyo;None;None
dexyuku,,Japan,FENNEL,Active,https://www.twitch.tv/dexyuku;https://twitter.com/dexyuku;None;http://www.youtube.com/channel/UC0u0a_3CVItRFobglME2wXQ;None
Dezignful,Tyler Gardner,United States,G2 Esports,Active,https://www.twitch.tv/dezignful;https://twitter.com/G2Dezignful;None;http://www.youtube.com/c/dezignful;None
DiA,Rafael Ruiz,Canada,,Active,https://www.twitch.tv/esports_DiA;https://twitter.com/esports_DiA;None;None;None
Dictator,Mohammed Bin Hattan,Saudi Arabia,NASR Esports,Active,https://www.twitch.tv/imrdictator;https://twitter.com/iMrDictator;None;None;None
Dids,Matthew Didehvar,United Kingdom,,Active,https://www.twitch.tv/Dids;https://twitter.com/Didehvar;None;http://www.youtube.com/DidsGG;None
diegosaurs,Diego Raymond Navarrette,United States,,Retired,https://www.twitch.tv/diegosaurs;https://twitter.com/diegosaurs;None;http://www.youtube.com/channel/UCAe59EK-MWy0l8CVbD8AMpQ;None
Diffauss,Nikita Gainitdinov,Russia,Avangard,Active,https://www.twitch.tv/diffaus_;None;None;None;None
diffq,Nicholas David Espersen,Denmark,soloQgoats,Active,https://www.twitch.tv/diffq;https://twitter.com/diffq_;None;None;None
Diimas,Raphael Ramalho,Brazil,,Active,https://www.twitch.tv/diimasfps;https://twitter.com/FpsDiimas;None;None;None
Dimi,Robert Johnson,United States,Team Nerf,Active,https://www.twitch.tv/dimi818;https://twitter.com/Dimi_818;None;None;None
Dipities,Channel Tello,Sweden,,Retired,https://www.twitch.tv/Dipities;https://twitter.com/Diptitties;None;http://www.youtube.com//channel/UCGd40eSmnzLM5yuKe9Vbf0g;None
dizzy,Coby Meadows,United States,,Retired,https://www.twitch.tv/dizzy;https://twitter.com/Dizzy;None;http://www.youtube.com/dizzy1;None
DizzyMizLizyy,Ishikawa Yuto,Japan,RIG North,Active,https://www.twitch.tv/dizzymizlizy;https://twitter.com/DizzyMizLizyy;None;http://www.youtube.com/channel/UCyIm8ZWq3e7gl-wpEzoqTCg;None
DjTalica,Andrew Reid,Australia,,Retired,https://www.twitch.tv/DjTalica;https://twitter.com/DjTalica;None;None;None
DKzeera,Gustavo Martinello,Brazil,,Active,https://www.twitch.tv/dkzeera;https://twitter.com/DKZeera;None;http://www.youtube.com/channel/UCmVXdusWlySjVT2epRQls-A;None
Dodge,Dodge Lecciones,Philippines,,Active,https://www.twitch.tv/heydodgee;https://twitter.com/DodgeDoodge;http://facebook.com/dodgedoodge;http://www.youtube.com/channel/UCyRJN8VnUv-bCcluM8AfSKw;None
Dogma,Kim Jeong-jin,South Korea,REJECT,Active,https://www.twitch.tv/apexdogmaa;https://twitter.com/DogmaApex;None;http://www.youtube.com/channel/UCCjeaLVoT_Neh_1IQua2T7w;None
Don,Hao Tan,Taiwan,Meteor,Active,https://www.twitch.tv/tenholes1;https://twitter.com/RET_DonDon;http://facebook.com/dondon520.tw;None;None
DoomMVP,Muhhamad Hafiz,Indonesia,Method2Madness,Active,https://www.twitch.tv/doommvp;https://twitter.com/DoomMvp;None;None;None
dooplex,Ira Shepherd,United States,Esports Arena,Active,https://www.twitch.tv/dooplex;https://twitter.com/DooplexLIVE;None;None;None
Double0negative,Drew,United States,Absolute Monarchy,Active,https://www.twitch.tv/Double0negative;https://twitter.com/aM_Double0;None;None;None
DOYOUKNOWDOO,Jung Hyun-doo,South Korea,D4RK Esports,Active,https://www.twitch.tv/doyouknowdoo;https://twitter.com/DOYOUKNOWDOO;None;http://www.youtube.com/channel/UCauKjdxkMs-kq3ayotdkdXg;None
DRAM4H,Daniel Avelarde,Colombia,,Active,None;https://twitter.com/DRAM4H;http://facebook.com/DRAM4H;None;None
Dreadnaught,Wade Penfold,United States,,Unknown,https://www.twitch.tv/dreadnaught;https://twitter.com/WadePenfold;None;http://www.youtube.com/channel/UC_E3UckRBA5x8OhpS0HgTog;None
Drenzi,Lucas Medaris,United States,,Retired,https://www.twitch.tv/Drenzi_;https://twitter.com/Drenzi_;None;None;None
Dresavx,Andrei Savu,United States,Team Razer,Active,https://www.twitch.tv/Dresav_;https://twitter.com/Dresavx_;None;None;None
Dropped,Mark Thees,United States,Spacestation Gaming,Active,https://www.twitch.tv/dropped;https://twitter.com/Dropped;None;http://www.youtube.com/channel/UCiEQ9fuRpBx-h94Nsxk0pew;Http://play.eslgaming.com/player/13968782
dsblf,David Khachapuridze,Russia,Magicians,Active,https://www.twitch.tv/dsblf;https://twitter.com/dsblfwastaken;None;http://www.youtube.com/channel/UCe5zvG-QPtjdiaMYDXBK;None
dummy,Tim Olson,United States,,Retired,https://www.twitch.tv/dummy;https://twitter.com/dummy;None;http://www.youtube.com/user/dummyolson;None
Duvan,Duvan Quintero,Colombia,,Retired,None;https://twitter.com/DuvanccQ;None;None;None
Dēcapitāre,Baptiste Garcia,France,789,Active,None;https://twitter.com/DecapitareApex;None;None;None
Edah,Ewan Bodden,United Kingdom,,Active,https://www.twitch.tv/Edah;https://twitter.com/edahxd;None;http://www.youtube.com/channel/UCvqKbTLrLntpA-izeE6T9dw?view_as=subscriber;None
Eden,,Japan,,Active,None;https://twitter.com/xEden07;None;http://www.youtube.com/channel/UCwE9aEtbOxKafl8FXolgd8g;None
Eiwiin,Jeremie Mac Carthy,France,,Active,https://www.twitch.tv/Eiwiin;https://twitter.com/Eiwiin1;None;http://www.youtube.com/Eiwiin;None
Elfishguy,Jordan Mays,Australia,,Active,https://www.twitch.tv/elfishguy11;https://twitter.com/Elfishguy;None;http://www.youtube.com/elfishguyaus;None
Elicit,Ryan Viola,United States,,Retired,https://www.twitch.tv/silverishbread;https://twitter.com/_Elicit_;None;None;None
Ellish,Muhammad Iqbal Yudi Aksan,Indonesia,Im Online Now,Active,None;None;http://facebook.com/iellish;None;None
Elysium,Felipe Andrés Zapata Marchant,Chile,Team Singularity,Active,https://www.twitch.tv/elysiumfps;https://twitter.com/elysiumfps_;None;http://www.youtube.com/elysiumfps;None
EMEF,Alistair Allum,United Kingdom,Invictus Gaming International,Active,https://www.twitch.tv/theEMEF;https://twitter.com/theEMEF;None;None;None
Emersons,Danil Bogdanov,Russia,KOMANDA A,Active,https://www.twitch.tv/emersons_;https://twitter.com/Emersons99;None;None;None
EMILIAZII,Atikan Senkaew,Thailand,Inside The Ring,Active,https://www.twitch.tv/emiliazii;https://twitter.com/iEMILIAZII;None;None;None
Emtee,Matthew Trengove,Australia,Team Burger,Active,https://www.twitch.tv/Itsemtee;https://twitter.com/ItsEmtee_;None;http://www.youtube.com/channel/UCZNPzX3Wmb4Q0500eYB3KWw?view_as=subscriber;None
ErycYoo,Li Wei,Taiwan,Welcome,Active,https://www.twitch.tv/erycyoo;None;None;http://www.youtube.com/channel/UC3m4ZoMjeRIk3-ibg5kLuLg;None
Esdesu,Elvira Temirova,Russia,789,Active,https://www.twitch.tv/esdesu;https://twitter.com/esdesu__;None;http://www.youtube.com/channel/UCSjLvKFNMhWT3LoaNViKyWQ;Http://play.eslgaming.com/player/9958022
EsProxy,Esmari Swart,South Africa,,Active,https://www.twitch.tv/esproxy;https://twitter.com/EsProxyZA;http://facebook.com/EsProxyZA;http://www.youtube.com/channel/UCFflesJtKoy9GXR6rXAa-Ww?view_as=subscriber;None
Eternal,Evandro Monteiro Coelho,Brazil,ODDIK,Active,https://www.twitch.tv/eternal1fps;https://twitter.com/eternal1fps;None;None;None
Etheriia,Alec Braganza,United States,,Retired,https://www.twitch.tv/EtheriiaTV;https://twitter.com/Etheriia;None;None;None
Euriece,Jan Del Rosario,Canada,Torrent,Active,https://www.twitch.tv/euriece;https://twitter.com/realEuriece;http://facebook.com/Euriece;http://www.youtube.com/euriece;None
EVERMORE2,Koo Kyo-jun,South Korea,,Active,None;https://twitter.com/EvermoreSecond;None;None;None
evokje,Elvinas Padegimas,Lithuania,Mutariuum,Active,https://www.twitch.tv/evokje;https://twitter.com/ev0kje;None;http://www.youtube.com/channel/UCkoAyY8zpmxnKQz42Vkhkpw;None
evzy,Evelyn La Torre,Argentina,Team DeftFox,Active,https://www.twitch.tv/evzy9;https://twitter.com/evzy9;None;None;None
Exens,Maxim Dmitruk,Russia,dead inside,Active,https://www.twitch.tv/exens;https://twitter.com/1Exens;None;http://www.youtube.com//channel/UCHYps00N0NILBkwNkLTmc-A/about;Http://play.eslgaming.com/player/10277955
Exile,Jesse Aldazabal,United States,Team Pop-Tarts,Active,https://www.twitch.tv/exileew;https://twitter.com/ewexile;None;None;None
Exko,Dakota MacLeod,Canada,,Retired,None;None;None;None;Http://play.eslgaming.com/player/13413343
eytiiN,Lucas Holmqvist,Sweden,Odin Gamers,Active,https://www.twitch.tv/eytiin18;https://twitter.com/eytii_n;None;None;None
EzFlash,Muamar Fahri Abrar,Indonesia,Method2Madness,Active,https://www.twitch.tv/ezflashkldz;None;http://facebook.com/EzFlashKIDZ;http://www.youtube.com/channel/UCpZVHeZVIP7nkOE7ofgLCog;None
eziiie,Paweł Świder,Poland,,Active,https://www.twitch.tv/eziiie;https://twitter.com/eziie_;None;http://www.youtube.com/channel/UCX6qiCisYTM6W65skDJKDvA?view_as=subscriber;None
Faenex,Kai van Duppen,Netherlands,Forg Gang,Active,https://www.twitch.tv/faenex;https://twitter.com/faenex;http://facebook.com/OfficialFaenex;None;None
Faide,Cole Caswell,United States,,Active,https://www.twitch.tv/Faide;https://twitter.com/FaideTwitch;None;http://www.youtube.com/channel/UCrDFC0z7qUlI1KQZ26eL2xw;None
Falloutt,Jon Kefaloukos,United States,,Active,https://www.twitch.tv/falloutt;https://twitter.com/Falloutt;http://facebook.com/jonfalloutt;http://www.youtube.com/channel/UCxZg3s7JE9LKh-kHfRdqPow;None
Farmerlucas,Lucas Watson,United States,,Active,https://www.twitch.tv/farmerlucas;https://twitter.com/Farmerlucas_;None;http://www.youtube.com/channel/UCisv_Rgs-q5a7ziVFhgnrgQ;None
FatFruitNinja,Ryan Pritchard,United States,Absolute Monarchy,Active,https://www.twitch.tv/FatFruitNinja;https://twitter.com/FatFruitNinja;None;http://www.youtube.com/channel/UCBOVjBqXmRL4mH9tVpUtFmw?view_as=subscriber;None
FATTMONSTER,Hasan Ali Naqvi,India,XSpark,Active,https://www.twitch.tv/fattmonster_;https://twitter.com/Naqviiiiiii;None;http://www.youtube.com/FATTMONSTER;None
FeiJu,Lingjun Guo,China,MDY White,Active,None;None;None;None;None
felipiant,Felipi Antoni,Brazil,,Active,https://www.twitch.tv/felipiant;https://twitter.com/Felipiant;None;None;None
FenDiiLYZ,Lee Yong Ze,Malaysia,,Active,https://www.twitch.tv/fendiilyz;None;http://facebook.com/MYFenDiiLYZ;None;None
feu,Alefe Dos Santos,Brazil,,Active,https://www.twitch.tv/feu_fps;https://twitter.com/Feu_fps;None;http://www.youtube.com/channel/UCtfChPZHrQ543NN4t-DSesA;None
Finest,Austin Pendergraft,United States,Tempo Storm,Active,https://www.twitch.tv/AustinFinestt;https://twitter.com/TempoFinest;None;None;None
Finicki,Chris Cox,United States,,Retired,https://www.twitch.tv/finicki;https://twitter.com/FinickiTV;None;http://www.youtube.com/channel/UCYIeF_yqK5hz_tq9gJPke4w?view_as=subscriber;None
FiReMaNNN,Javier Collado,Chile,,Retired,None;https://twitter.com/FiReMaNNN7;http://facebook.com/firemanncollado;None;None
Firo,,Japan,,Active,https://www.twitch.tv/firosknaht;https://twitter.com/FiroSknaht;None;None;None
fitoo,Artem Ivanov,Russia,Magicians,Active,https://www.twitch.tv/fitoo24;https://twitter.com/ifitoo24;None;None;None
Fixzao,,Brazil,,Active,https://www.twitch.tv/ffix;https://twitter.com/ffix_official;None;http://www.youtube.com/c/ffixofficial;None
Fjeldern,Markus Fjeld,Norway,,Retired,https://www.twitch.tv/Fjeldern;https://twitter.com/FjeldernBR;None;http://www.youtube.com/channel/UCsGojLWa4VVE6gBsGynqoog;Http://play.eslgaming.com/player/13055702
